"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","value","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"revaluation","454","2493174","0.0-5.0-10.1-0.14","spark_pilot_2","7515","7","23","Male","","","false","","","","","[271]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","second stage test","ocean","0","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","false","ArrowDown,ArrowLeft","","","","revaluation","2","","","",""
"html-keyboard-response","455","2493676","0.0-5.0-10.1-1.14","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","456","2493854","0.0-5.0-10.1-0.15","spark_pilot_2","7515","7","23","Male","","","false","","","","","[174.99999999953434]","./assets/img/ocean/animals/octopus.jpg","[""ArrowRight""]","second stage test","ocean","0","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowDown,ArrowRight","","","","revaluation","2","","","",""
"html-keyboard-response","457","2494356","0.0-5.0-10.1-1.15","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","458","2534849","0.0-6.0-0.0-0.0","spark_pilot_2","7515","7","23","Male","","","","","","","","37237","<p> Great! You have finished the treasure game </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","459","2670355","0.0-6.0-0.0-0.1","spark_pilot_2","7515","7","23","Male","","","","","","","","130492.00000000047","<p> Now, we are going to ask you to try to remember the pictures that you saw during the game. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","460","2735150","0.0-6.0-0.0-0.2","spark_pilot_2","7515","7","23","Male","","","","","","","","54882","<p> On every trial, you will see an image. </p>
            <p> The image may be an <b>old</b> image you saw during the game or a <b>new</b> image that has not been shown before. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","461","2806047","0.0-6.0-0.0-0.3","spark_pilot_2","7515","7","23","Male","","","","","","","","64585","<p> You should select whether the image is:  </p>
            <p>  'Definitely old', 'Maybe old', 'Maybe new', or 'Definitely new.'  </p>
            <img src='./assets/img/memory/choices.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","462","2813198","0.0-6.0-0.0-0.4","spark_pilot_2","7515","7","23","Male","","","","","","","","2344","<p> You should use the 1, 2, 3, and 4 keys to make your responses.  </p>
            <img src='./assets/img/memory/numberedChoices.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","463","2820716","0.0-6.0-0.0-0.5","spark_pilot_2","7515","7","23","Male","","","","","","","","1002.9999999995343","<p> You will have <b>10 seconds</b> to make each response. </p>
            <p>  Make sure to respond before time runs out! </p>
            <img src='./assets/img/memory/10second.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","464","2848953","0.0-6.0-0.0-0.6","spark_pilot_2","7515","7","23","Male","","","","","","","","16547","<p> Before you play the real game, it is time to practice. </p>
            <p>  Just like in the real game, some of the images in the practice will be ones you have seen before. </p>
            <p>  Others will be entirely new. </p>","","instructions","","","","","","","","","","","","","",""
"memory-trial","465","2854137","0.0-6.0-1.0-0.0","spark_pilot_2","7515","7","23","Male","","","false","","","","","4179","./assets/img/space/12.jpg","definitely_old","memory","","0","","false","","","","","","","0","1","new",""
"html-keyboard-response","466","2854639","0.0-6.0-1.0-1.0","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","1","","",""
"memory-trial","467","2857392","0.0-6.0-1.0-0.1","spark_pilot_2","7515","7","23","Male","","","false","","","","","1750","./assets/img/space/1.jpg","maybe_new","memory","","0","","false","","","","","","","2","3","old",""
"html-keyboard-response","468","2857894","0.0-6.0-1.0-1.1","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","3","","",""
"memory-trial","469","2860120","0.0-6.0-1.0-0.2","spark_pilot_2","7515","7","23","Male","","","false","","","","","1222","./assets/img/space/0.jpg","maybe_old","memory","","10","","true","","","","","","","4","2","old",""
"html-keyboard-response","470","2860622","0.0-6.0-1.0-1.2","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","5","","",""
"memory-trial","471","2863752","0.0-6.0-1.0-0.3","spark_pilot_2","7515","7","23","Male","","","false","","","","","2126","./assets/img/space/11.jpg","definitely_old","memory","","0","","false","","","","","","","6","1","new",""
"html-keyboard-response","472","2864254","0.0-6.0-1.0-1.3","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","7","","",""
"learning-instructions","473","2874346","0.0-6.0-2.0-0.0","spark_pilot_2","7515","7","23","Male","","","","","","","","1285.0000000004657","<p> Great! You have completed the practice. </p>
            <p> Before you start, we're going to ask you a few questions about how the game works.</p>","","instructions","","","","","","","","","","","","","",""
"comp-q","474","2880830","0.0-6.0-3.0-0.0-0.0","spark_pilot_2","7515","7","23","Male","","","","","","","","1326","<p> <b> True or False? </b> </p><p> You should use the mouse and click to make your response. </p>","1","comp_question","","","","true","","","","","","","","","",""
"comp-q","475","2891832","0.0-6.0-3.0-0.0-1.0","spark_pilot_2","7515","7","23","Male","","","","","","","","4509","<p><b> That's right! </b> You should use the '1', '2', '3', and '4' keys to make your response. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","476","2898584","0.0-6.0-3.0-0.1-0.1","spark_pilot_2","7515","7","23","Male","","","","","","","","1603.9999999995343","<p> <b> True or False? </b> </p><p> You will have as much time as you want to make each choice. </p>","0","comp_question","","","","false","","","","","","","","","",""
"comp-q","477","2904867","0.0-6.0-3.0-0.1-1.1","spark_pilot_2","7515","7","23","Male","","","","","","","","1596","<p> <b>Incorrect.</b> You will only have 10 seconds to make each choice.</p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","478","2910986","0.0-6.0-3.0-0.2-0.2","spark_pilot_2","7515","7","23","Male","","","","","","","","977.9999999995343","<p> <b> True or False? </b> </p><p> You will have as much time as you want to make each choice. </p>","1","comp_question","","","","true","","","","","","","","","",""
"comp-q","479","2917304","0.0-6.0-3.0-0.2-1.2","spark_pilot_2","7515","7","23","Male","","","","","","","","1491","<p> <b> That's right! </b> You will only have 10 seconds to make each choice. </p>","0","comp_answer","","","","","","","","","","","","","",""
"memory-trial","480","2920273","0.0-6.0-4.0-0.0","spark_pilot_2","7515","7","23","Male","","","false","","","","","1966","./assets/img/ocean/memory/9.jpg","definitely_old","memory","","0","","false","","","","","","","8","1","new",""
"html-keyboard-response","481","2920775","0.0-6.0-4.0-1.0","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","9","","",""
"memory-trial","482","2923326","0.0-6.0-4.0-0.1","spark_pilot_2","7515","7","23","Male","","","false","","","","","1547","./assets/img/ocean/memory/38.jpg","definitely_new","memory","","0","","false","","","","","","","10","4","old",""
"html-keyboard-response","483","2923828","0.0-6.0-4.0-1.1","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","11","","",""
"memory-trial","484","2925796","0.0-6.0-4.0-0.2","spark_pilot_2","7515","7","23","Male","","","false","","","","","966","./assets/img/ocean/memory/39.jpg","maybe_old","memory","","10","","true","","","","","","","12","2","old",""
"html-keyboard-response","485","2926298","0.0-6.0-4.0-1.2","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","13","","",""
"memory-trial","486","2927805","0.0-6.0-4.0-0.3","spark_pilot_2","7515","7","23","Male","","","false","","","","","504","./assets/img/canyon/memory/40.jpg","maybe_new","memory","","0","","false","","","","","","","14","3","old",""
"html-keyboard-response","487","2928307","0.0-6.0-4.0-1.3","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","15","","",""
"memory-trial","488","2929604","0.0-6.0-4.0-0.4","spark_pilot_2","7515","7","23","Male","","","false","","","","","295","./assets/img/canyon/memory/12.jpg","maybe_old","memory","","0","","false","","","","","","","16","2","new",""
"html-keyboard-response","489","2930106","0.0-6.0-4.0-1.4","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","17","","",""
"memory-trial","490","2931501","0.0-6.0-4.0-0.5","spark_pilot_2","7515","7","23","Male","","","false","","","","","392","./assets/img/ocean/memory/13.jpg","maybe_new","memory","","10","","true","","","","","","","18","3","new",""
"html-keyboard-response","491","2932003","0.0-6.0-4.0-1.5","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","19","","",""
"memory-trial","492","2933861","0.0-6.0-4.0-0.6","spark_pilot_2","7515","7","23","Male","","","false","","","","","854","./assets/img/ocean/memory/15.jpg","definitely_new","memory","","10","","true","","","","","","","20","4","new",""
"html-keyboard-response","493","2934363","0.0-6.0-4.0-1.6","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","21","","",""
"memory-trial","494","2936004","0.0-6.0-4.0-0.7","spark_pilot_2","7515","7","23","Male","","","false","","","","","639","./assets/img/canyon/memory/10.jpg","definitely_old","memory","","0","","false","","","","","","","22","1","new",""
"html-keyboard-response","495","2936506","0.0-6.0-4.0-1.7","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","23","","",""
"memory-trial","496","2937765","0.0-6.0-4.0-0.8","spark_pilot_2","7515","7","23","Male","","","false","","","","","256","./assets/img/canyon/memory/26.jpg","maybe_old","memory","","0","","false","","","","","","","24","2","new",""
"html-keyboard-response","497","2938267","0.0-6.0-4.0-1.8","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","25","","",""
"memory-trial","498","2939652","0.0-6.0-4.0-0.9","spark_pilot_2","7515","7","23","Male","","","false","","","","","383","./assets/img/ocean/memory/5.jpg","maybe_new","memory","","10","","true","","","","","","","26","3","new",""
"html-keyboard-response","499","2940154","0.0-6.0-4.0-1.9","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","27","","",""
"memory-trial","500","2941388","0.0-6.0-4.0-0.10","spark_pilot_2","7515","7","23","Male","","","false","","","","","231","./assets/img/ocean/memory/0.jpg","maybe_old","memory","","10","","true","","","","","","","28","2","old",""
"html-keyboard-response","501","2941890","0.0-6.0-4.0-1.10","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","29","","",""
"memory-trial","502","2943164","0.0-6.0-4.0-0.11","spark_pilot_2","7515","7","23","Male","","","false","","","","","271","./assets/img/ocean/memory/32.jpg","maybe_new","memory","","0","","false","","","","","","","30","3","old",""
"html-keyboard-response","503","2943666","0.0-6.0-4.0-1.11","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","31","","",""
"memory-trial","504","2944996","0.0-6.0-4.0-0.12","spark_pilot_2","7515","7","23","Male","","","false","","","","","327","./assets/img/canyon/memory/29.jpg","definitely_old","memory","","0","","false","","","","","","","32","1","new",""
"html-keyboard-response","505","2945497","0.0-6.0-4.0-1.12","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","33","","",""
"memory-trial","506","2946764","0.0-6.0-4.0-0.13","spark_pilot_2","7515","7","23","Male","","","false","","","","","263","./assets/img/ocean/memory/25.jpg","definitely_new","memory","","0","","false","","","","","","","34","4","old",""
"html-keyboard-response","507","2947267","0.0-6.0-4.0-1.13","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","35","","",""
"memory-trial","508","2948539","0.0-6.0-4.0-0.14","spark_pilot_2","7515","7","23","Male","","","false","","","","","270","./assets/img/ocean/memory/33.jpg","maybe_new","memory","","0","","false","","","","","","","36","3","old",""
"html-keyboard-response","509","2949041","0.0-6.0-4.0-1.14","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","37","","",""
"memory-trial","510","2950164","0.0-6.0-4.0-0.15","spark_pilot_2","7515","7","23","Male","","","false","","","","","120","./assets/img/ocean/memory/11.jpg","definitely_new","memory","","10","","true","","","","","","","38","4","new",""
"html-keyboard-response","511","2950666","0.0-6.0-4.0-1.15","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","39","","",""
"memory-trial","512","2951923","0.0-6.0-4.0-0.16","spark_pilot_2","7515","7","23","Male","","","false","","","","","254","./assets/img/canyon/memory/14.jpg","maybe_new","memory","","10","","true","","","","","","","40","3","new",""
"html-keyboard-response","513","2952425","0.0-6.0-4.0-1.16","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","41","","",""
"memory-trial","514","2953531","0.0-6.0-4.0-0.17","spark_pilot_2","7515","7","23","Male","","","false","","","","","103","./assets/img/ocean/memory/10.jpg","maybe_old","memory","","0","","false","","","","","","","42","2","new",""
"html-keyboard-response","515","2954033","0.0-6.0-4.0-1.17","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","43","","",""
"memory-trial","516","2955220","0.0-6.0-4.0-0.18","spark_pilot_2","7515","7","23","Male","","","false","","","","","183","./assets/img/ocean/memory/1.jpg","maybe_new","memory","","0","","false","","","","","","","44","3","old",""
"html-keyboard-response","517","2955722","0.0-6.0-4.0-1.18","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","45","","",""
"memory-trial","518","2956915","0.0-6.0-4.0-0.19","spark_pilot_2","7515","7","23","Male","","","false","","","","","190","./assets/img/canyon/memory/21.jpg","maybe_old","memory","","10","","true","","","","","","","46","2","old",""
"html-keyboard-response","519","2957417","0.0-6.0-4.0-1.19","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","47","","",""
"memory-trial","520","2958915","0.0-6.0-4.0-0.20","spark_pilot_2","7515","7","23","Male","","","false","","","","","495","./assets/img/ocean/memory/7.jpg","maybe_old","memory","","0","","false","","","","","","","48","2","new",""
"html-keyboard-response","521","2959417","0.0-6.0-4.0-1.20","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","49","","",""
"memory-trial","522","2960731","0.0-6.0-4.0-0.21","spark_pilot_2","7515","7","23","Male","","","false","","","","","311","./assets/img/ocean/memory/14.jpg","definitely_old","memory","","0","","false","","","","","","","50","1","new",""
"html-keyboard-response","523","2961234","0.0-6.0-4.0-1.21","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","51","","",""
"memory-trial","524","2962491","0.0-6.0-4.0-0.22","spark_pilot_2","7515","7","23","Male","","","false","","","","","255","./assets/img/ocean/memory/40.jpg","maybe_old","memory","","10","","true","","","","","","","52","2","old",""
"html-keyboard-response","525","2962993","0.0-6.0-4.0-1.22","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","53","","",""
"memory-trial","526","2964308","0.0-6.0-4.0-0.23","spark_pilot_2","7515","7","23","Male","","","false","","","","","311","./assets/img/canyon/memory/27.jpg","maybe_new","memory","","10","","true","","","","","","","54","3","new",""
"html-keyboard-response","527","2964810","0.0-6.0-4.0-1.23","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","55","","",""
"memory-trial","528","2966059","0.0-6.0-4.0-0.24","spark_pilot_2","7515","7","23","Male","","","false","","","","","246","./assets/img/ocean/memory/18.jpg","maybe_old","memory","","0","","false","","","","","","","56","2","new",""
"html-keyboard-response","529","2966560","0.0-6.0-4.0-1.24","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","57","","",""
"memory-trial","530","2967907","0.0-6.0-4.0-0.25","spark_pilot_2","7515","7","23","Male","","","false","","","","","344","./assets/img/canyon/memory/23.jpg","maybe_new","memory","","0","","false","","","","","","","58","3","old",""
"html-keyboard-response","531","2968409","0.0-6.0-4.0-1.25","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","59","","",""
"memory-trial","532","2970020","0.0-6.0-4.0-0.26","spark_pilot_2","7515","7","23","Male","","","false","","","","","607","./assets/img/canyon/memory/8.jpg","definitely_old","memory","","0","","false","","","","","","","60","1","new",""
"html-keyboard-response","533","2970522","0.0-6.0-4.0-1.26","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","61","","",""
"memory-trial","534","2972667","0.0-6.0-4.0-0.27","spark_pilot_2","7515","7","23","Male","","","false","","","","","1142","./assets/img/ocean/memory/35.jpg","definitely_old","memory","","10","","true","","","","","","","62","1","old",""
"html-keyboard-response","535","2973169","0.0-6.0-4.0-1.27","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","63","","",""
"memory-trial","536","2974595","0.0-6.0-4.0-0.28","spark_pilot_2","7515","7","23","Male","","","false","","","","","423","./assets/img/canyon/memory/37.jpg","maybe_old","memory","","10","","true","","","","","","","64","2","old",""
"html-keyboard-response","537","2975097","0.0-6.0-4.0-1.28","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","65","","",""
"memory-trial","538","2977603","0.0-6.0-4.0-0.29","spark_pilot_2","7515","7","23","Male","","","false","","","","","1502","./assets/img/canyon/memory/15.jpg","maybe_old","memory","","0","","false","","","","","","","66","2","new",""
"html-keyboard-response","539","2978105","0.0-6.0-4.0-1.29","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","67","","",""
"memory-trial","540","2980010","0.0-6.0-4.0-0.30","spark_pilot_2","7515","7","23","Male","","","false","","","","","902","./assets/img/canyon/memory/39.jpg","definitely_old","memory","","10","","true","","","","","","","68","1","old",""
"html-keyboard-response","541","2980512","0.0-6.0-4.0-1.30","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","69","","",""
"memory-trial","542","2982186","0.0-6.0-4.0-0.31","spark_pilot_2","7515","7","23","Male","","","false","","","","","672","./assets/img/ocean/memory/19.jpg","maybe_old","memory","","0","","false","","","","","","","70","2","new",""
"html-keyboard-response","543","2982688","0.0-6.0-4.0-1.31","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","71","","",""
"memory-trial","544","2983986","0.0-6.0-4.0-0.32","spark_pilot_2","7515","7","23","Male","","","false","","","","","295","./assets/img/ocean/memory/8.jpg","maybe_old","memory","","0","","false","","","","","","","72","2","new",""
"html-keyboard-response","545","2984488","0.0-6.0-4.0-1.32","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","73","","",""
"memory-trial","546","2985835","0.0-6.0-4.0-0.33","spark_pilot_2","7515","7","23","Male","","","false","","","","","343","./assets/img/canyon/memory/1.jpg","definitely_old","memory","","10","","true","","","","","","","74","1","old",""
"html-keyboard-response","547","2986337","0.0-6.0-4.0-1.33","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","75","","",""
"memory-trial","548","2987666","0.0-6.0-4.0-0.34","spark_pilot_2","7515","7","23","Male","","","false","","","","","326","./assets/img/canyon/memory/11.jpg","maybe_old","memory","","0","","false","","","","","","","76","2","new",""
"html-keyboard-response","549","2988168","0.0-6.0-4.0-1.34","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","77","","",""
"memory-trial","550","2989410","0.0-6.0-4.0-0.35","spark_pilot_2","7515","7","23","Male","","","false","","","","","239","./assets/img/ocean/memory/2.jpg","definitely_old","memory","","0","","false","","","","","","","78","1","new",""
"html-keyboard-response","551","2989912","0.0-6.0-4.0-1.35","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","79","","",""
"memory-trial","552","2991235","0.0-6.0-4.0-0.36","spark_pilot_2","7515","7","23","Male","","","false","","","","","319","./assets/img/canyon/memory/30.jpg","maybe_old","memory","","0","","false","","","","","","","80","2","new",""
"html-keyboard-response","553","2991737","0.0-6.0-4.0-1.36","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","81","","",""
"memory-trial","554","2993091","0.0-6.0-4.0-0.37","spark_pilot_2","7515","7","23","Male","","","false","","","","","350","./assets/img/ocean/memory/26.jpg","definitely_old","memory","","0","","false","","","","","","","82","1","new",""
"html-keyboard-response","555","2993593","0.0-6.0-4.0-1.37","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","83","","",""
"memory-trial","556","2994922","0.0-6.0-4.0-0.38","spark_pilot_2","7515","7","23","Male","","","false","","","","","326","./assets/img/ocean/memory/3.jpg","maybe_old","memory","","0","","false","","","","","","","84","2","new",""
"html-keyboard-response","557","2995424","0.0-6.0-4.0-1.38","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","85","","",""
"memory-trial","558","2996721","0.0-6.0-4.0-0.39","spark_pilot_2","7515","7","23","Male","","","false","","","","","295","./assets/img/canyon/memory/2.jpg","maybe_new","memory","","10","","true","","","","","","","86","3","new",""
"html-keyboard-response","559","2997223","0.0-6.0-4.0-1.39","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","87","","",""
"memory-trial","560","2998650","0.0-6.0-4.0-0.40","spark_pilot_2","7515","7","23","Male","","","false","","","","","423","./assets/img/canyon/memory/6.jpg","maybe_old","memory","","10","","true","","","","","","","88","2","old",""
"html-keyboard-response","561","2999151","0.0-6.0-4.0-1.40","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","89","","",""
"memory-trial","562","3003162","0.0-6.0-4.0-0.41","spark_pilot_2","7515","7","23","Male","","","false","","","","","3008","./assets/img/canyon/memory/16.jpg","definitely_old","memory","","10","","true","","","","","","","90","1","old",""
"html-keyboard-response","563","3003664","0.0-6.0-4.0-1.41","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","91","","",""
"memory-trial","564","3005025","0.0-6.0-4.0-0.42","spark_pilot_2","7515","7","23","Male","","","false","","","","","359","./assets/img/ocean/memory/36.jpg","maybe_old","memory","","10","","true","","","","","","","92","2","old",""
"html-keyboard-response","565","3005527","0.0-6.0-4.0-1.42","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","93","","",""
"memory-trial","566","3008746","0.0-6.0-4.0-0.43","spark_pilot_2","7515","7","23","Male","","","false","","","","","2215","./assets/img/ocean/memory/24.jpg","maybe_old","memory","","0","","false","","","","","","","94","2","new",""
"html-keyboard-response","567","3009248","0.0-6.0-4.0-1.43","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","95","","",""
"memory-trial","568","3010673","0.0-6.0-4.0-0.44","spark_pilot_2","7515","7","23","Male","","","false","","","","","422","./assets/img/canyon/memory/17.jpg","definitely_old","memory","","10","","true","","","","","","","96","1","old",""
"html-keyboard-response","569","3011175","0.0-6.0-4.0-1.44","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","97","","",""
"memory-trial","570","3013778","0.0-6.0-4.0-0.45","spark_pilot_2","7515","7","23","Male","","","false","","","","","1599","./assets/img/canyon/memory/13.jpg","definitely_old","memory","","0","","false","","","","","","","98","1","new",""
"html-keyboard-response","571","3014280","0.0-6.0-4.0-1.45","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","99","","",""
"memory-trial","572","3015625","0.0-6.0-4.0-0.46","spark_pilot_2","7515","7","23","Male","","","false","","","","","342","./assets/img/ocean/memory/37.jpg","maybe_old","memory","","10","","true","","","","","","","100","2","old",""
"html-keyboard-response","573","3016127","0.0-6.0-4.0-1.46","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","101","","",""
"memory-trial","574","3017617","0.0-6.0-4.0-0.47","spark_pilot_2","7515","7","23","Male","","","false","","","","","487","./assets/img/ocean/memory/34.jpg","definitely_old","memory","","10","","true","","","","","","","102","1","old",""
"html-keyboard-response","575","3018119","0.0-6.0-4.0-1.47","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","103","","",""
"memory-trial","576","3019425","0.0-6.0-4.0-0.48","spark_pilot_2","7515","7","23","Male","","","false","","","","","303","./assets/img/canyon/memory/0.jpg","maybe_old","memory","","0","","false","","","","","","","104","2","new",""
"html-keyboard-response","577","3019927","0.0-6.0-4.0-1.48","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","105","","",""
"memory-trial","578","3021241","0.0-6.0-4.0-0.49","spark_pilot_2","7515","7","23","Male","","","false","","","","","310","./assets/img/canyon/memory/35.jpg","definitely_old","memory","","10","","true","","","","","","","106","1","old",""
"html-keyboard-response","579","3021743","0.0-6.0-4.0-1.49","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","107","","",""
"memory-trial","580","3023040","0.0-6.0-4.0-0.50","spark_pilot_2","7515","7","23","Male","","","false","","","","","295","./assets/img/canyon/memory/19.jpg","definitely_new","memory","","10","","true","","","","","","","108","4","new",""
