"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","value","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","trial_num","condition","order","bonus"
"html-keyboard-response","255","1090028","0.0-5.0-4.0-1.10","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","256","1094049","0.0-5.0-4.0-0.11","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[1318.0000000002328]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowLeft""]","revaluation","canyon","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowUp,ArrowLeft","","5_4","","","","11","original","1",""
"html-keyboard-response","257","1094551","0.0-5.0-4.0-1.11","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"html-slider-response","258","1099046","0.0-5.0-4.0-2.11-0.11","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","4487","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","5","beep chest","","","","false","","","","50","9","4","","","",""
"revaluation","259","1103068","0.0-5.0-4.0-0.12","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[1075]","./assets/img/canyon/animals/lion.jpg","[""ArrowRight""]","revaluation","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","","17_1","","","","12","original","1",""
"html-keyboard-response","260","1103570","0.0-5.0-4.0-1.12","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","261","1107592","0.0-5.0-4.0-0.13","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[692]","./assets/img/canyon/animals/lion.jpg","[""ArrowRight""]","revaluation","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","","16_0","","","","13","original","1",""
"html-keyboard-response","262","1108094","0.0-5.0-4.0-1.13","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","263","1112113","0.0-5.0-4.0-0.14","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[558]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowRight""]","revaluation","canyon","10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowRight","","6_3","","","","14","original","1",""
"html-keyboard-response","264","1112615","0.0-5.0-4.0-1.14","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","265","1116636","0.0-5.0-4.0-0.15","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","true","","","","","","[]","./assets/img/canyon/animals/lion.jpg","[]","revaluation","canyon","-5","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowDown","","15_0","","","","15","original","1",""
"html-keyboard-response","266","1117138","0.0-5.0-4.0-1.15","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"html-slider-response","267","1120274","0.0-5.0-4.0-2.15-0.15","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","3128","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","1","beep chest","","","","false","","","","50","4","3","","","",""
"revaluation","268","1124300","0.0-5.0-4.0-0.16","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[1013.9999999997672]","./assets/img/canyon/animals/lion.jpg","[""ArrowRight""]","revaluation","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","","13_2","","","","16","original","1",""
"html-keyboard-response","269","1124801","0.0-5.0-4.0-1.16","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","270","1128821","0.0-5.0-4.0-0.17","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[1129]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowLeft""]","revaluation","canyon","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowUp,ArrowLeft","","4_0","","","","17","original","1",""
"html-keyboard-response","271","1129322","0.0-5.0-4.0-1.17","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","272","1137424","0.0-5.0-6.0-0.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<p> You have almost finished this part of the game! </p>
            <p> We are going to ask you to make a few more choices. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","273","1153398","0.0-5.0-6.0-0.1","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<p> First, you need to decide whether to go up or down. When you see each picture, use the arrow keys to make your choice. </p>
            <p><b>You will not see which animal you found, but try to get to the one that will give you the most treasure.</b></p>","","instructions","","","","","","","","","","","","","",""
"html-keyboard-response","274","1154400","0.0-5.0-7.0-0.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:100px;color:red;"">Starting in...</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","275","1155402","0.0-5.0-7.0-1.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:200px;color:red;"">3</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","276","1156403","0.0-5.0-7.0-2.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:200px;color:red;"">2</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","277","1157405","0.0-5.0-7.0-3.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:200px;color:red;"">1</div>","null","","","","","","","","","","","","","","",""
"revaluation","278","1157988","0.0-5.0-8.0-0.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[563.9999999997672]","./assets/img/canyon/test/3.jpg","[""ArrowDown""]","first stage test","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown","false","","","","","","original","1",""
"html-keyboard-response","279","1158489","0.0-5.0-8.0-1.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","280","1159161","0.0-5.0-8.0-0.1","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[663]","./assets/img/canyon/test/0.jpg","[""ArrowDown""]","first stage test","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown","false","","","","","","original","1",""
"html-keyboard-response","281","1159663","0.0-5.0-8.0-1.1","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","282","1160242","0.0-5.0-8.0-0.2","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[563]","./assets/img/canyon/test/2.jpg","[""ArrowDown""]","first stage test","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown","false","","","","","","original","1",""
"html-keyboard-response","283","1160743","0.0-5.0-8.0-1.2","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","284","1161322","0.0-5.0-8.0-0.3","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[557]","./assets/img/canyon/test/1.jpg","[""ArrowDown""]","first stage test","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown","false","","","","","","original","1",""
"html-keyboard-response","285","1161824","0.0-5.0-8.0-1.3","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","286","1175166","0.0-5.0-9.0-0.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<p> Now you will see the animals again and can search their chests for treasure. </p>
            <p> This time, you will not see how much treasure you earned, but you will earn more bonus money for making better choices. </p>","","instructions","","","","","","","","","","","","","",""
"html-keyboard-response","287","1176167","0.0-5.0-10.0-0.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:100px;color:red;"">Starting in...</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","288","1177169","0.0-5.0-10.0-1.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:200px;color:red;"">3</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","289","1178171","0.0-5.0-10.0-2.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:200px;color:red;"">2</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","290","1179172","0.0-5.0-10.0-3.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:200px;color:red;"">1</div>","null","","","","","","","","","","","","","","",""
"revaluation","291","1180266","0.0-5.0-11.0-0.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[1077]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowLeft""]","second stage test","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowUp,ArrowLeft","","","","","","","original","1",""
"html-keyboard-response","292","1180769","0.0-5.0-11.0-1.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","293","1181459","0.0-5.0-11.0-0.1","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[671]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowLeft""]","second stage test","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowUp,ArrowLeft","","","","","","","original","1",""
"html-keyboard-response","294","1181960","0.0-5.0-11.0-1.1","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","295","1182628","0.0-5.0-11.0-0.2","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[650]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowLeft""]","second stage test","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowUp,ArrowLeft","","","","","","","original","1",""
"html-keyboard-response","296","1183131","0.0-5.0-11.0-1.2","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","297","1183774","0.0-5.0-11.0-0.3","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[625]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowLeft""]","second stage test","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowUp,ArrowLeft","","","","","","","original","1",""
"html-keyboard-response","298","1184276","0.0-5.0-11.0-1.3","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","299","1184854","0.0-5.0-11.0-0.4","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[559]","./assets/img/canyon/animals/lion.jpg","[""ArrowRight""]","second stage test","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","","","","","","","original","1",""
"html-keyboard-response","300","1185355","0.0-5.0-11.0-1.4","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","301","1185754","0.0-5.0-11.0-0.5","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[390]","./assets/img/canyon/animals/lion.jpg","[""ArrowRight""]","second stage test","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","","","","","","","original","1",""
"html-keyboard-response","302","1186255","0.0-5.0-11.0-1.5","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","303","1186767","0.0-5.0-11.0-0.6","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[499]","./assets/img/canyon/animals/lion.jpg","[""ArrowRight""]","second stage test","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","","","","","","","original","1",""
"html-keyboard-response","304","1187269","0.0-5.0-11.0-1.6","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","305","1187712","0.0-5.0-11.0-0.7","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[421]","./assets/img/canyon/animals/lion.jpg","[""ArrowRight""]","second stage test","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","","","","","","","original","1",""
"html-keyboard-response","306","1188214","0.0-5.0-11.0-1.7","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","307","1192552","0.0-5.0-0.1-0.2","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","1635","<p> This time you are searching for treasure in the <b>ocean</b>.</p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","308","1210365","0.0-5.0-0.1-0.3","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","561","<p><b>New</b> animals with <b>new</b> treasure chests live here. You need to explore to discover where the animal with the best treasure chest is.</p>
                    <p> Like before, once you figure out which animal has the chest with the most treasure, you should try to get to that animal and select that chest! </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","309","1225662","0.0-5.0-1.1-0.1","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","565","<p> Remember, when you see a picture of the place, use the up and down keys to <b>find an animal</b>.</p>
            <p> When you encounter an animal, you should use the left and right keys to <b>select a treasure chest</b>.</p>
            <p> Don't forget to look out for the robber! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","310","1231671","0.0-5.0-2.1-0.50","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[1262,432]","./assets/img/ocean/memory/35.jpg","[""ArrowUp"",""ArrowRight""]","value training","ocean","10","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowUp,ArrowRight","false","","","","","0","revaluation","2",""
"html-keyboard-response","311","1232173","0.0-5.0-2.1-1.50","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","1","","",""
"revaluation","312","1236197","0.0-5.0-2.1-0.51","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[1102.9999999997672]","./assets/img/ocean/catch/6.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","2","revaluation","2",""
"html-keyboard-response","313","1236700","0.0-5.0-2.1-1.51","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","3","","",""
"revaluation","314","1242721","0.0-5.0-2.1-0.52","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[901,366]","./assets/img/ocean/memory/22.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","4","revaluation","2",""
"html-keyboard-response","315","1243222","0.0-5.0-2.1-1.52","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","5","","",""
"revaluation","316","1249244","0.0-5.0-2.1-0.53","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[1261.0000000002328,633.9999999997672]","./assets/img/ocean/memory/25.jpg","[""ArrowDown"",""ArrowLeft""]","value training","ocean","5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown,ArrowLeft","false","","","","","6","revaluation","2",""
"html-keyboard-response","317","1249746","0.0-5.0-2.1-1.53","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","7","","",""
"revaluation","318","1253766","0.0-5.0-2.1-0.54","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[722]","./assets/img/ocean/catch/4.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","8","revaluation","2",""
"html-keyboard-response","319","1254267","0.0-5.0-2.1-1.54","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","9","","",""
"revaluation","320","1260288","0.0-5.0-2.1-0.55","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[884,483]","./assets/img/ocean/memory/37.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","17","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown,ArrowRight","false","","","","","10","revaluation","2",""
"html-keyboard-response","321","1260791","0.0-5.0-2.1-1.55","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","11","","",""
"revaluation","322","1266811","0.0-5.0-2.1-0.56","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[1742.0000000002328,1182]","./assets/img/ocean/memory/28.jpg","[""ArrowUp"",""ArrowRight""]","value training","ocean","10","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowUp,ArrowRight","false","","","","","12","revaluation","2",""
"html-keyboard-response","323","1267313","0.0-5.0-2.1-1.56","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","13","","",""
"revaluation","324","1271335","0.0-5.0-2.1-0.57","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[843]","./assets/img/ocean/catch/1.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","14","revaluation","2",""
"html-keyboard-response","325","1271838","0.0-5.0-2.1-1.57","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","15","","",""
"revaluation","326","1275860","0.0-5.0-2.1-0.58","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[455]","./assets/img/ocean/catch/5.jpg","[""ArrowUp""]","value training","ocean","-10","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowUp","true","","","","","16","revaluation","2",""
"html-keyboard-response","327","1276361","0.0-5.0-2.1-1.58","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","17","","",""
"revaluation","328","1282381","0.0-5.0-2.1-0.59","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[706.9999999997672,370]","./assets/img/ocean/memory/26.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","18","revaluation","2",""
"html-keyboard-response","329","1282883","0.0-5.0-2.1-1.59","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","19","","",""
"revaluation","330","1286903","0.0-5.0-2.1-0.60","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","true","","","","","","[]","./assets/img/ocean/memory/26.jpg","[]","value training","ocean","-5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","","false","","","","","20","revaluation","2",""
"html-keyboard-response","331","1287405","0.0-5.0-2.1-1.60","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","21","","",""
"revaluation","332","1293428","0.0-5.0-2.1-0.61","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[688,352]","./assets/img/ocean/memory/33.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","22","revaluation","2",""
"html-keyboard-response","333","1293929","0.0-5.0-2.1-1.61","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","23","","",""
"revaluation","334","1297950","0.0-5.0-2.1-0.62","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[684]","./assets/img/ocean/catch/0.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","24","revaluation","2",""
"html-keyboard-response","335","1298451","0.0-5.0-2.1-1.62","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","25","","",""
"revaluation","336","1304471","0.0-5.0-2.1-0.63","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[579,333]","./assets/img/ocean/memory/4.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","26","revaluation","2",""
"html-keyboard-response","337","1304973","0.0-5.0-2.1-1.63","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","27","","",""
"revaluation","338","1310993","0.0-5.0-2.1-0.64","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[803,288]","./assets/img/ocean/memory/20.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","28","revaluation","2",""
"html-keyboard-response","339","1311494","0.0-5.0-2.1-1.64","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","29","","",""
