"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","value","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","numberMissed","duration","trial_num","condition","order","bonus"
"pavlovia","0","755","0.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","21668","0.0-1.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":27303},{""event"":""fullscreenenter"",""trial"":2,""time"":27303}]","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","28248","0.0-2.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","true","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","3","32578","0.0-3.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","4","35187","0.0-4.0-0.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","2520","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","","","",""
"learning-instructions","5","43986","0.0-4.0-1.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","1838","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","6","53410","0.0-4.0-1.0-0.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","1035","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","7","62998","0.0-4.0-1.0-0.2","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","1352","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","8","78681","0.0-4.0-1.0-0.3","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","1187","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","9","91030","0.0-4.0-1.0-0.4","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","952","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","10","99760","0.0-4.0-1.0-0.5","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","922.0000000000146","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","11","109782","0.0-4.0-1.0-0.6","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","1235","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","12","117760","0.0-4.0-1.0-0.7","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","962","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","13","121775","0.0-4.0-2.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[1292]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","","","",""
"html-keyboard-response","14","122276","0.0-4.0-2.0-1.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","15","126280","0.0-4.0-2.0-0.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","true","","","","","","[]","./assets/img/space/1.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","","","","","",""
"html-keyboard-response","16","126782","0.0-4.0-2.0-1.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","17","130787","0.0-4.0-2.0-0.2","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","true","","","","","","[]","./assets/img/space/2.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","","","","","",""
"html-keyboard-response","18","131289","0.0-4.0-2.0-1.2","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","19","137088","0.0-4.0-3.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","1113","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","20","141092","0.0-4.0-4.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[937]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","","","",""
"html-keyboard-response","21","141594","0.0-4.0-4.0-1.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","22","145600","0.0-4.0-4.0-0.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[768.9999999999709]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","","","",""
"html-keyboard-response","23","146102","0.0-4.0-4.0-1.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","24","150106","0.0-4.0-4.0-0.2","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[923]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","","","",""
"html-keyboard-response","25","150608","0.0-4.0-4.0-1.2","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","26","162552","0.0-4.0-5.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","2116.999999999971","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","27","172444","0.0-4.0-5.0-0.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","784","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","28","184587","0.0-4.0-5.0-0.2","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","981","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","29","192321","0.0-4.0-5.0-0.3","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","1388","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","30","196327","0.0-4.0-6.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[931]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","","","",""
"html-keyboard-response","31","196828","0.0-4.0-6.0-1.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","32","200833","0.0-4.0-6.0-0.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[631]","./assets/img/space/animals/cat.jpg","[""ArrowLeft""]","second stage practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","","","","","","","","","","",""
"html-keyboard-response","33","201334","0.0-4.0-6.0-1.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","34","205339","0.0-4.0-6.0-0.2","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[584]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","","","",""
"html-keyboard-response","35","205841","0.0-4.0-6.0-1.2","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","36","209846","0.0-4.0-6.0-0.3","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[1112]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","","","",""
"html-keyboard-response","37","210348","0.0-4.0-6.0-1.3","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","38","228868","0.0-4.0-7.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","1731","<p> Great job. Now let’s try putting it together. </p>
            <p> On each turn, you will first see a picture to remind you of the place you are in, and you need to choose whether to go up or down. </p>
            <p> Then you will see an animal and choose which of its chests to search for treasure. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","39","238259","0.0-4.0-7.0-0.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","1155","<p> When you choose whether to go up or down, try to go to the animal with the chest with the most treasure. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","40","244264","0.0-4.0-8.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[1465.000000000029,815]","./assets/img/space/6.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","41","244766","0.0-4.0-8.0-1.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","42","250772","0.0-4.0-8.0-0.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[1279.999999999971,459]","./assets/img/space/7.jpg","[""ArrowDown"",""ArrowLeft""]","full practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","false","","","","","","","","","",""
"html-keyboard-response","43","251274","0.0-4.0-8.0-1.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","44","257279","0.0-4.0-8.0-0.2","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[1188.000000000029,631]","./assets/img/space/8.jpg","[""ArrowDown"",""ArrowRight""]","full practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","45","257781","0.0-4.0-8.0-1.2","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","46","263787","0.0-4.0-8.0-0.3","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[697.9999999999709,458.9999999999418]","./assets/img/space/9.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","47","264289","0.0-4.0-8.0-1.3","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","48","270296","0.0-4.0-8.0-0.4","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[875,349]","./assets/img/space/10.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","49","270798","0.0-4.0-8.0-1.4","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","50","287799","0.0-4.0-9.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","6714","<p> One last thing: sometimes, you will see a robber. The robber can be anywhere in the picture. </p>
            <p> If you do not stop them, you will lose treasure. </p>
            <img src='./assets/img/instructions/robber.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","51","296118","0.0-4.0-9.0-0.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","1170","<p> If you see the robber, you should <b>press the space bar</b> rather than using the arrow keys. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","52","300123","0.0-4.0-10.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[924]","./assets/img/space/catch/0.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","","","",""
"html-keyboard-response","53","300625","0.0-4.0-10.0-1.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","54","304629","0.0-4.0-10.0-0.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[890]","./assets/img/space/catch/1.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","","","",""
"html-keyboard-response","55","305131","0.0-4.0-10.0-1.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","56","309135","0.0-4.0-10.0-0.2","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[615.9999999999418]","./assets/img/space/catch/2.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","","","",""
"html-keyboard-response","57","309637","0.0-4.0-10.0-1.2","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","58","318059","0.0-4.0-11.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","2309","<p> Sometimes, you will come across a special kind of treasure chest that requires a password. </p>
            <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","59","341512","0.0-4.0-11.0-0.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","1036","<p> Your friend will send you the password using a series of beeps so that you can open the chest and earn treasure. </p>
            <p> You will hear two kinds of beeps, a high beep and a low beep. </p>
            <p> You should report the number of high beeps that you heard before seeing the chest. </p>
            <img src='./assets/img/instructions/listen.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","60","364664","0.0-4.0-11.0-0.2","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","867","<p> For example, if you hear this series of beeps, you should report 4 as the password using the slider. </p>
            <p> After reporting a password for a chest, you should count the high beeps again starting from 0. </p>
            <p> Let's try practicing that now. </p>","","instructions","","","","","","","","","","","","","","","",""
"audio-button-response","61","372676","0.0-4.0-12.0-0.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","./assets/audio/beeps/practice_6.wav","null","","","","","","","","","","","","","","","","",""
"html-slider-response","62","376447","0.0-4.0-12.0-0.0-1.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","3769","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","6","beep chest","","","","false","","","","50","0","6","","","","","",""
"comp-q","63","381776","0.0-4.0-12.0-0.0-2.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","1131.9999999999418","<p>Correct! There were 6 high pitched beeps before you saw the chest. </p>","0","beep answer","","","","","","","","","","","","","","","",""
"audio-button-response","64","390526","0.0-4.0-12.0-0.1-0.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","./assets/audio/beeps/practice_4.wav","null","","","","","","","","","","","","","","","","",""
"html-slider-response","65","393212","0.0-4.0-12.0-0.1-1.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","2685","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","4","beep chest","","","","false","","","","50","0","4","","","","","",""
"comp-q","66","398426","0.0-4.0-12.0-0.1-2.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","1039","<p>Correct! There were 4 high pitched beeps before you saw the chest. </p>","0","beep answer","","","","","","","","","","","","","","","",""
"learning-instructions","67","409706","0.0-4.0-13.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","978.9999999999418","<p> Good job! In the real game we will not tell you if you entered the right password. </p>
            <p> Do your best, the treasure you earn from these chests will also give you extra bonus money. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","68","424358","0.0-4.0-14.0-0.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","1086.0000000000582","<p> After you explore a place to find treasure, it will be time to play a different game. </p>
            <p> During this game, red dots will appear on the screen and fall down slowly. </p>
            <p><b> You must click on them before they reach the bottom. </b></p>
            <img src='./assets/img/instructions/dotGame.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","69","431198","0.0-4.0-14.0-0.0-0.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","498","<p> For every dot you click, you will earn additional treasure. </p>
            <p> Let’s try practicing that now. </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","70","446202","0.0-4.0-14.0-1.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","[82]","","","rest practice","","10","","","","","","","","","0","15000","","","",""
"learning-instructions","71","452258","0.0-4.0-15.0-0.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","830","<p> Now, you will practice a shortened version of the game to get a sense of how it all fits together. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","72","459537","0.0-4.0-15.0-0.0-0.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","3523","<p>This time you are searching for treasure in outer space.</p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","73","478282","0.0-4.0-15.0-1.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","3078.999999999942","<p> Remember, when you see a picture of the place, use the up and down keys to <b>find an animal</b>.</p>
            <p> When you encounter an animal, you should use the left and right keys to <b>select a treasure chest</b>.</p>
            <p> Don't forget to look out for the robber! </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","74","484288","0.0-4.0-15.0-2.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[959.0000000000582,871]","./assets/img/space/11.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","75","484789","0.0-4.0-15.0-2.0-1.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","76","490795","0.0-4.0-15.0-2.0-0.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[987,437.9999999999418]","./assets/img/space/12.jpg","[""ArrowUp"",""ArrowLeft""]","practice block","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","false","","","","","","","","","",""
"html-keyboard-response","77","491296","0.0-4.0-15.0-2.0-1.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","78","497301","0.0-4.0-15.0-2.0-0.2","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[1763,767]","./assets/img/space/13.jpg","[""ArrowDown"",""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","79","497803","0.0-4.0-15.0-2.0-1.2","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","80","503810","0.0-4.0-15.0-2.0-0.3","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[693,779]","./assets/img/space/14.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","81","504311","0.0-4.0-15.0-2.0-1.3","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","82","510317","0.0-4.0-15.0-2.0-0.4","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[671,578.0000000000582]","./assets/img/space/11.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","83","510818","0.0-4.0-15.0-2.0-1.4","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","84","516823","0.0-4.0-15.0-2.0-0.5","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[633.9999999998836,439.9999999999418]","./assets/img/space/12.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","85","517325","0.0-4.0-15.0-2.0-1.5","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","86","523331","0.0-4.0-15.0-2.0-0.6","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[648,501.0000000001164]","./assets/img/space/13.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","87","523833","0.0-4.0-15.0-2.0-1.6","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","88","529839","0.0-4.0-15.0-2.0-0.7","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[689,443]","./assets/img/space/14.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
